Title,kinopoiskId,Year,Rating Kinopoisk
Беги,6403229,2025,7.442
Турист,4446084,2021,7.628
Новая тёща,6167819,2026,7.22
Хроники хищных городов,493271,2018,6.232
Мимино,46638,1977,8.247
Муви 43,432725,2013,5.028
Соловей против Муромца,5203757,2025,7.19
Гнев,6889,2004,7.976
Как прогулять школу с пользой,1032308,2017,8.278
Скотт Пилигрим против всех,105948,2010,7.261
Снегирь,4485219,2023,7.121
Евротур,5090,2004,7.608
Призрачный патруль,462454,2013,6.384
Гадкая сестра,7229988,2025,6.602
Левиафан,705356,2014,7.008
Бамблби,952241,2018,6.737
Двойной форсаж,323,2003,7.204
Бесконечность,1238476,2021,6.322
Убить Билла 2,47015,2004,7.637
Интервью с вампиром,8151,1994,7.948
Ничего хорошего в отеле «Эль Рояль»,1047143,2018,7.149
Судья Дредд,437678,2012,6.932
Мост в Терабитию,78753,2006,7.803
Борат,102474,2006,6.745
Месть от кутюр,762750,2015,7.344
Левша,6553075,2026,7.302
Матрица: Революция,316,2003,7.635
Пальма 2,4666604,2024,8.169
Милые кости,51319,2009,7.135
Общество мертвых поэтов,4996,1989,8.262
Код Да Винчи,77711,2006,7.314
Не может быть!,46368,1975,8.3
Самый Новый год!,1445155,2020,7.234
Парк Юрского периода,7121,1993,7.834
"Лжец, лжец",1721,1997,7.764
Жизнь других,126196,2006,8.131
Кровью и потом: Анаболики,596227,2013,6.495
Любовь зла,5458881,2024,7.133
Темные воды,1228069,2019,7.91
"Кожа, в которой я живу",462737,2011,7.297
Донни Дарко,410,2001,7.601
Основной инстинкт,2441,1992,7.774
Другой мир,8033,2003,7.563
Особенности национальной рыбалки,40895,1998,7.593
Боец,279580,2010,7.786
Том и Джерри,468562,2021,6.724
Элизиум: Рай не на Земле,487409,2013,6.635
РЭД,450237,2010,7.191
Артек. Большое путешествие,1291197,2021,7.646
Дом у озера,102130,2006,7.851
Любой ценой,726794,2016,7.233
Догвилль,7226,2003,8.028
Охота на воров 2: Пантера,1115213,2025,7.269
Армагеддон,2941,1998,7.78
Бёрдмэн,722827,2014,7.665
Сестрёнка,1178267,2019,8.4
Громкая связь,1142619,2018,7.106
"Дивергент, глава 3: За стеной",817931,2016,5.822
Голодные игры: Баллада о змеях и певчих птицах,1289334,2023,7.293
Не говори никому,22936,2006,7.371
Чудо-женщина,102383,2017,6.767
Мортал Комбат,8062,2021,6.168
Эйс Вентура: Розыск домашних животных,2868,1993,7.777
Аватар: Путь воды,505898,2022,7.725
Мальдивы подождут,5079082,2022,6.495
Падение империи,4968810,2023,6.337
Царство небесное,2602,2005,7.671
Очень страшное кино,5932,2000,6.991
Мальчишник 2: Из Вегаса в Бангкок,455338,2011,7.14
Поезд в Пусан 2: Полуостров,1183571,2020,6.083
Мумия,677638,2017,5.791
Предчувствие,195239,2007,7.274
Одержимость,23737,2004,7.816
Поступь хаоса,634786,2021,6.537
Форсаж 8,894027,2017,6.243
Последний самурай,6764,2003,8.093
Таксист,1008113,2017,8.243
Полночь в Париже,504465,2011,7.761
Вам и не снилось...,45660,1980,8.331
Аритмия,992605,2017,7.789
Бордерлендс,968031,2024,6.47
Поезд на Юму,78240,2007,7.781
СамоИрония судьбы,5215602,2022,6.503
Самогонщики,43608,1962,8.368
Гаттака,5012,1997,7.969
Блиндаж,5089021,2024,7.206
Подмена,279880,2008,7.929
Рэмпейдж,666865,2018,6.184
Пророк. История Александра Пушкина,1346361,2024,7.132
Сноуден,843831,2016,7.215
Сумерки. Сага. Рассвет: Часть 2,527662,2012,6.594
В плену стихии,792166,2023,7.358
Конец славы,5089024,2023,6.835
Барби,478052,2023,6.55
Неудержимые 2,571288,2012,6.989
Гарфилд,8932,2004,6.823
Шазам!,840372,2019,6.687
Дедушка легкого поведения,585585,2015,6.271
Звездный путь,255129,2009,7.769
Пожары,425400,2010,8.085
Мавританец,1289785,2020,7.879
Святые из Бундока,4917,1999,7.942
Королевство полной луны,571892,2012,7.703
Крестный отец 2,327,1974,8.533
Рейд,591792,2011,7.396
Тайное окно,4304,2004,7.17
Невероятный Халк,255380,2008,6.852
Славные парни,350,1990,8.133
Лев Яшин. Вратарь моей мечты,1007986,2019,7.952
Всё могу,568258,2015,6.373
28 панфиловцев,764465,2016,7.658
Форсаж 4,395978,2009,6.937
Особо опасен,259876,2008,6.828
Афера доктора Нока,1009961,2017,7.298
Первый на Олимпе,5501397,2025,8.443
Двухсотлетний человек,7640,1999,8.092
Доктор,5002368,2022,8.207
Расплата,662359,2016,7.435
Жестокие игры,12192,1999,7.835
"Гудбай, Америка",1252962,2020,7.376
Ёлки,493768,2010,6.879
Вселенная Стивена Хокинга,770973,2014,7.939
Дьявол в деталях,1290490,2020,6.56
Плохие парни навсегда,472386,2020,6.709
Каратэ-пацан,412162,2010,7.148
Текст,1234848,2019,6.868
Восхитительно!,1289766,2021,7.691
Выход 8,7519616,2025,6.632
Чебурашка 2,5379012,2025,7.698
Жестокий романс,45314,1984,8.23
Мажоры на мели,1407526,2021,7.146
Покровские ворота,77203,1982,8.326
Сокровища гномов,5518230,2025,7.494
Изгой-один: Звёздные войны. Истории,840152,2016,7.264
Она – мужчина,105053,2005,6.895
Клик: С пультом по жизни,77576,2006,7.088
Крупная рыба,9617,2003,7.976
Астерикс и Обеликс против Цезаря,13845,1999,7.327
Неадекватные люди,542581,2010,7.661
Бумер: Фильм второй,79883,2006,6.207
Дракула,395057,2014,6.623
Трансформеры: Эпоха истребления,651857,2014,6.107
Свадебный переполох,7285,2001,6.941
Взаперти,1179555,2020,6.918
Морской бой,466844,2012,6.642
Покемон. Детектив Пикачу,994864,2019,6.599
Ворон,441406,2024,6.306
Орудия смерти: Город костей,484391,2013,6.17
Иллюзия контроля,1107082,2022,7.036
Круче некуда,1045082,2022,6.906
Ключ от всех дверей,77673,2005,7.328
Погребенный заживо,470656,2010,7.546
Дюна: Часть вторая,4540126,2024,8.177
Тайна в её глазах,5437097,2024,7.022
Бык,1142654,2019,6.949
Хитровка. Знак четырех,5101673,2023,7.082
Неожиданные связи,4992369,2024,7.195
На игле,515,1995,7.962
Уцелевший,462356,2013,7.16
Двадцать одно,195847,2008,7.705
Спортлото-82,43949,1982,7.978
Хеллбой,693331,2019,6.158
Такси 4,258478,2007,6.786
Стрельцов,1167867,2020,7.334
Миссия невыполнима: Последствия,926540,2018,7.326
Перл-Харбор,1957,2001,7.921
Охотники на ведьм,462465,2012,6.601
Собиратель душ,5212124,2023,5.874
Повелитель бури,281040,2008,7.265
Олень,5417693,2024,7.457
Великий уравнитель 2,840294,2018,6.897
Доспехи Бога,24705,1986,7.961
Кухня. Последняя битва,840261,2017,6.281
Сумерки. Сага. Затмение,432423,2010,5.98
Бегущий по лезвию,403,1982,7.747
Дангал,970882,2016,8.705
Стартрек: Возмездие,455165,2013,7.657
Идеальные незнакомцы,925669,2015,7.699
Разрисованная вуаль,102201,2006,7.931
Меняющие реальность,450765,2011,7.373
На гребне волны,1990,1991,7.883
Бэтмен,590286,2022,7.205
Большой,841472,2016,7.315
Дэдпул и Росомаха,1008444,2024,7.341
Доктор Стрэндж: В мультивселенной безумия,1219909,2022,6.507
Очень плохие мамочки,905378,2016,6.496
Тоня против всех,1008385,2017,7.272
Ивановы-Ивановы. Новогодние каникулы,5421975,2023,7.642
Росомаха: Бессмертный,462754,2013,6.485
Особое мнение,496,2002,7.74
Гангстер,252156,2007,7.971
Последний рубеж,683766,2013,6.494
Сводишь с ума,6103378,2025,8.237
Люди Икс 2,298,2003,7.559
Вечные,1198811,2021,6.338
Мемуары гейши,77132,2005,8.015
Наша Russia: Яйца судьбы,416090,2010,4.161
Робин Гуд,278177,2010,7.189
Люди в чёрном: Интернэшнл,693730,2019,6.01
Девять жизней,885349,2016,6.547
Помни меня,461782,2010,7.635
Телепорт,220589,2008,7.04
Жизнь Чака,5406956,2024,7.512
Чудо-женщина: 1984,1046969,2020,6.095
8 подруг Оушена,983177,2018,6.74
Стражи Галактики. Часть 3,1044280,2023,8.058
Рыцарь дня,455188,2010,7.071
Пушки Акимбо,1142604,2019,6.488
Казино Рояль,49844,2006,7.772
Уволить Жору,5091721,2025,7.068
Обитель теней,992500,2017,7.122
Охотники за привидениями,2467,1984,7.963
1917,1171976,2019,7.933
Сталкер,43970,1979,8.103
"Значит, война",497233,2012,7.117
Вики Кристина Барселона,278171,2008,7.148
Купе номер 6,1346514,2021,6.781
Не/смотря ни на что,887535,2017,7.894
Руки Вверх!,6706155,2024,7.584
Обратный отсчет,1254418,2019,6.137
Отец,1262160,2020,7.848
Притворись моим мужем,5428538,2025,6.765
Ёлки-иголки,4694773,2022,7.31
Звёздные войны: Последние джедаи,718223,2017,6.642
Гринч – похититель Рождества,5056,2000,6.847
Земмельвейс,5069690,2023,8.107
Дрянные девчонки,61254,2004,7.006
Приключения Паддингтона 3,988749,2024,7.959
Территория зла,4947994,2023,7.187
Поиск,970196,2018,7.549
Идеальные дни,5283168,2023,7.827
Люди Икс: Последняя битва,61361,2006,7.28
Лига справедливости,424994,2017,6.048
Таксист,358,1976,7.743
Весна на Заречной улице,45748,1956,8.156
Хардкор,778218,2015,7.101
Три орешка для Золушки,1255291,2021,6.776
День выборов,309408,2007,7.947
Падение Луны,988816,2022,6.408
Терминатор: Тёмные судьбы,1025082,2019,5.776
Приглашение к убийству,4746012,2022,6.474
Виноваты звезды,724703,2014,7.811
Летят журавли,7724,1957,8.447
Дикие истории,775727,2014,7.725
Тренер Картер,77531,2005,8.093
Я на перемотке!,5126797,2022,7.588
Дюнкерк,931677,2017,7.274
Мумия возвращается,760,2001,7.421
Ледяной драйв,968501,2021,6.895
Иностранец,618287,2017,7.325
Турист,428715,2010,6.77
После. Глава 2,1281638,2020,6.239
Зять,5313869,2024,6.852
День независимости,2022,1996,7.605
Как отделаться от парня за 10 дней,704,2003,7.335
Приключения Буратино,77301,1975,7.927
Под покровом ночи,909898,2016,7.259
Девушка в тумане,1047956,2017,7.043
Цельнометаллическая оболочка,418,1987,8.018
Я – начало,761933,2014,7.618
Пила: Игра на выживание,64187,2004,7.835
Starперцы,468571,2013,7.018
Zомбилэнд: Контрольный выстрел,489414,2019,6.69
Хищные птицы: Потрясающая история Харли Квинн,1111004,2020,5.884
F1,5003510,2025,8.165
Сокровище нации,61333,2004,7.673
Перевозчик,6206,2002,7.42
Духless,395372,2011,6.686
Конклав,4987361,2024,7.279
Работа без авторства,959606,2018,8.095
Красавица и чудовище,744987,2017,6.775
Хулиганы,77444,2005,8.016
Черепашки-ниндзя,461206,2014,6.195
Идентификация Борна,619,2002,7.77
Самый лучший день,843784,2015,4.716
Как взломать экзамен,5095615,2024,7.44
13-й район,81522,2004,7.601
Околофутбола,705162,2013,6.738
Голодные игры: Сойка-пересмешница. Часть II,663715,2015,6.605
Семейный бюджет,1301880,2021,6.67
Блеф,10179,1976,8.24
Из глубины,4745604,2024,6.12
8 миля,581,2002,7.726
Рэмбо: Первая кровь,4087,1982,7.887
Хищник,840829,2018,5.737
Что гложет Гилберта Грейпа,4466,1993,7.942
Банды Нью-Йорка,678,2002,7.74
Ангелы и Демоны,257401,2009,7.454
Комната,798068,2015,7.62
В центре внимания,834394,2015,7.68
Скрытые фигуры,966036,2016,7.972
Без меня,1049103,2018,7.19
Марли и я,279850,2008,7.848
Малавита,682669,2013,6.961
Сумерки. Сага. Рассвет: Часть 1,432424,2011,5.915
Охотники за разумом,8091,2004,7.543
Хористы,51481,2004,8.34
Донбасс. Окраина,1199529,2018,7.427
Повелитель ветра,1253841,2023,7.701
Чужой: Завет,695548,2017,6.089
Трансформеры: Последний рыцарь,811609,2017,5.756
Страсти Христовы,3707,2004,7.97
Лекарство от здоровья,915111,2017,6.439
После. Глава 3,1406473,2021,6.175
Время ведьм,197243,2010,6.215
Сапожник,801924,2014,6.446
Зомби по имени Шон,64021,2004,7.295
Дождливый день в Нью-Йорке,1047626,2019,7.194
Шерлок Холмс и доктор Ватсон: Кровавая надпись,77265,1979,8.482
Кто я,779602,2014,7.423
Служанка,851960,2016,7.707
Моя жена – киллер,4987450,2023,6.317
12 обезьян,502,1995,7.797
Собачья жизнь,571896,2017,8.127
Сталинград,468196,2013,5.765
Адреналин: Высокое напряжение,397541,2009,6.309
Мрачные тени,395060,2012,6.641
Воздушный маршал,606826,2014,7.22
Тарас Бульба,161104,2009,6.684
Судьба человека,44027,1959,8.523
Вокзал для двоих,45822,1982,8.231
Команда «А»,96452,2010,7.399
Проект X: Дорвались,507440,2012,7.043
Непрощенный,1045777,2018,7.092
Невезучие,14287,2003,7.794
После. Долго и счастливо,1411988,2022,6.26
Ночная смена,1045170,2018,6.784
Красное уведомление,1115099,2021,6.563
Мой папа — медведь,6561460,2025,8.081
Многоэтажка,4841224,2022,7.109
Тревожный вызов,674295,2013,7.262
Сердцеедки,692,2001,7.235
Пункт назначения,668,2000,7.469
Рыцари справедливости,1345158,2020,7.352
Три плюс два,46792,1963,8.166
Географ глобус пропил,653696,2013,7.353
Магия лунного света,759558,2014,7.069
Индиана Джонс и последний крестовый поход,472,1989,8.075
Матрица: Воскрешение,1294123,2021,5.704
Рядовой Чээрин,4418992,2021,7.452
Купи меня,980839,2017,6.351
Час пик,6345,1998,7.754
Зеркала,263447,2008,7.057
Ангел-А,160929,2005,7.797
Секрет,1196157,2018,7.673
Горько!,718558,2013,5.342
Эверест,739642,2015,7.202
Сволочи,103414,2006,6.703
Двенадцать друзей Оушена,18294,2004,7.65
Перси Джексон и похититель молний,403986,2010,6.238
Мальчик в девочке,195272,2006,6.841
Знакомство с родителями,750,2000,7.541
"Суини Тодд, демон-парикмахер с Флит-стрит",81845,2007,7.699
Счастье в конверте,1234939,2019,8.533
Багровый пик,721153,2015,6.687
Терминатор 3: Восстание машин,319,2003,6.769
Дневной дозор,79925,2005,6.164
Недруги,963016,2017,7.447
Без лица,4606,1997,7.794
Ип Ман 4,634254,2019,7.978
Верность,1261581,2019,6.224
Лабиринт Фавна,103733,2006,7.578
Луна 2112,406671,2009,7.559
Дополнительный урок,1451292,2022,7.058
Евгений Чебатков: Человек-слепень,7484786,2025,8.207
Элвин и бурундуки,278361,2007,6.269
Заводной апельсин,391,1971,7.884
Схватка,571,1995,8.057
Человек с бульвара Капуцинов,45463,1987,8.143
Дастур,5425709,2023,7.08
Плохие парни,3908,1995,7.665
Защитник,523057,2012,6.787
007: Координаты «Скайфолл»,408871,2012,7.427
Поворот не туда: Наследие,1200179,2020,6.194
Форма воды,977743,2017,6.87
Хищники,460523,2010,6.501
О чём ещё говорят мужчины,502733,2011,6.852
Война невест,272225,2009,6.888
Ванильное небо,870,2001,7.578
Экстрасенсы,463070,2014,7.034
Знакомство с Факерами,61439,2004,7.112
Доктор Лиза,1254059,2020,8.363
Папе снова 17,395066,2009,7.135
Живое,966995,2017,6.569
Любовь и другие лекарства,463695,2010,6.925
Стиляги,395690,2008,6.892
Бабушка лёгкого поведения,981105,2017,5.247
Завод,993591,2018,7.187
Страх и ненависть в Лас-Вегасе,4385,1998,7.616
Не пойман – не вор,103785,2006,7.775
Малхолланд Драйв,466,2001,7.685
10 причин моей ненависти,11130,1999,7.838
Бегущий в лабиринте: Испытание огнём,842673,2015,6.176
Люди Икс: Тёмный Феникс,1012431,2019,5.938
"Девушка, подающая надежды",1236567,2020,6.848
Афера по-американски,635177,2013,6.949
Сделано в Америке,837552,2017,7.322
Алиса в Зазеркалье,723988,2016,6.742
Восстание планеты обезьян,463738,2011,7.404
Родители строгого режима,4907342,2022,7.227
Однажды в Америке,469,1983,8.28
Праведник,4484927,2023,8.077
Оторва,311497,2008,7.073
Джонни Д.,400599,2009,7.05
Американский пирог,5129,1999,7.218
Воспоминания об убийстве,65770,2003,7.656
Индиана Джонс: В поисках утраченного ковчега,339,1981,7.984
Остров,81291,2005,7.508
Веном: Последний танец,4766559,2024,6.585
Терминатор: Генезис,436225,2015,6.412
Обратная связь,1331265,2020,7.205
Герцогиня,393872,2008,7.669
Тихая гавань,557437,2013,7.224
Бладшот,512673,2020,5.854
Спасатели Малибу,468940,2017,5.943
Дорога,395523,2009,7.188
Самый быстрый Indian,81512,2005,8.194
Последний клиент,5041233,2022,7.083
Великая стена,611822,2016,6.215
Эта дурацкая любовь,493992,2011,7.587
Однажды в Вегасе,317889,2008,7.243
Тор: Любовь и гром,1282688,2022,5.968
Другая женщина,665315,2014,6.784
Где наши деньги?,6099741,2024,6.869
Назови меня своим именем,979148,2017,7.632
Телефонная будка,305,2002,7.638
Хроники Риддика,5900,2004,7.37
Ганнибал,686,2001,7.759
Казино,2494,1995,8.133
Страшно красив,450470,2011,6.261
Сплетение судеб,4948870,2023,8.087
Проект «Конец света»,1382256,2026,8.39
Гренландия 2: Миграция,4476433,2026,6.463
Легенда о Зелёном Рыцаре,1209476,2020,6.191
Пассажир,497011,2018,6.882
Профессионал,39259,1981,8.152
Горбатая гора,77647,2005,7.61
Тот самый Мюнхгаузен,77283,1979,8.391
Трон: Наследие,399959,2010,6.898
Холодное лето пятьдесят третьего...,7660,1987,8.287
Пиксели,651628,2015,5.9
Пацанская история,5118247,2022,7.3
Прошлой ночью в Нью-Йорке,426952,2009,7.168
Перелом,220617,2007,7.661
Чтец,325439,2008,7.953
Босиком по мостовой,81584,2005,7.905
Идентификация,708,2003,7.576
Дежавю,102328,2006,7.813
Тайна печати дракона,840758,2019,5.997
50 первых поцелуев,1794,2004,7.327
Мы из будущего,260315,2008,7.204
День радио,402979,2008,7.717
Звёздные войны: Скайуокер. Восход,718222,2019,6.054
Удовольствие,1163904,2021,5.565
Учитель на замену,535337,2011,7.835
Искусственный разум,594,2001,7.924
"Ешь, молись, люби",454522,2010,6.932
Диодорова. Против течения,7605663,2024,8.506
Лобстер,819846,2015,7.039
Убийца,817324,2015,7.214
Грязные танцы,1996,1987,8.061
Звездный десант,6025,1997,7.581
Полтора шпиона,472105,2016,6.358
Девять ярдов,883,2000,7.745
Капернаум,1118042,2018,8.16
Терминатор: Да придёт спаситель,160932,2009,6.762
Кредо убийцы,690615,2016,5.804
Достать ножи: Стеклянная луковица,1343908,2022,6.854
Тупой и еще тупее,5185,1994,7.237
Между небом и землёй,85182,2005,7.653
Хороший год,77596,2006,7.725
За бортом,16115,1987,8.007
Глубже!,1199625,2020,6.438
После нашей эры,577285,2013,5.842
Красные огни,570134,2011,6.946
Хижина в лесу,419209,2011,6.706
Бегущий в лабиринте: Лекарство от смерти,896631,2018,6.311
Звонок,804,2002,7.249
Финист. Первый богатырь,5230098,2024,7.451
Заплати другому,782,2000,8.078
Золушка,533954,2015,7.106
Авиатор,6374,2004,7.599
Пробуждение,2950,1990,8.421
Простушка,552698,2015,6.479
Джейн Эйр,463437,2011,7.417
Землетрясение,463694,2010,8.055
"Варвара-краса, длинная коса",45665,1970,8.216
Игра Эндера,568687,2013,6.694
Стриптизёрши,1200603,2019,6.306
Тринадцать друзей Оушена,251879,2007,7.738
Водный мир,8165,1995,7.642
Пальма,1142206,2020,8.398
Психиатрическая больница Конджиам,1112153,2018,6.345
Ширли-мырли,41047,1995,7.609
Железная хватка,462553,2010,7.616
Бриджит Джонс: Грани разумного,48173,2004,7.173
Лотерея,5411604,2024,6.929
Римские каникулы,497,1953,8.294
Питер FM,252063,2006,7.149
Семейка Аддамс,5293,1991,7.696
Бункер,588786,2011,7.104
Охотники за головами,526812,2011,7.588
Диктатор,518040,2012,6.52
Он — дракон,840258,2015,6.895
Четыре комнаты,4250,1995,7.734
Нефть,196604,2007,7.855
Морфий,398099,2008,7.223
Билли Эллиот,610,2000,8.063
Двое: Я и моя тень,25171,1995,7.406
365 дней,1298149,2020,5.073
"Хороший, плохой, злой",349,1966,8.518
Хроники Нарнии: Принц Каспиан,243596,2008,6.947
Нелюбовь,963346,2017,7.394
Криминальный город,1045942,2017,7.335
Домовенок Кузя 2,5501396,2026,7.785
Кинг Конг,5908,2005,7.608
После. Навсегда,4542838,2023,6.438
Удивительное путешествие доктора Дулиттла,1042726,2020,6.41
Один день в Стамбуле,5379163,2024,6.584
Ной,596001,2014,6.657
Шпионский мост,840884,2015,7.484
Куда приводят мечты,15139,1998,7.928
Кокаин,616,2001,7.965
Шоколад,636,2000,7.866
Из машины,197532,2014,7.122
Ламборгини: Человек-легенда,969760,2022,6.682
Шаг вперед,167491,2006,7.619
Скала,2333,1996,7.944
Факультет,3547,1998,7.296
Таинственная река,3730,2003,7.784
Кухня со звездами,4948912,2023,7.739
Гараж,44467,1979,8.136
Охота за тенью,8177573,2025,7.885
28 недель спустя,197615,2007,6.945
Окулус,680499,2013,6.462
Конг: Остров черепа,843147,2017,6.498
Невероятный мир глазами Энцо,470191,2019,8.27
Каникулы президента,1047726,2018,6.314
Призрак в доспехах,843789,2017,6.429
Белый плен,79204,2005,8.118
Нечто,8366,1982,7.939
Чародеи,79450,1982,8.007
Не время умирать,706019,2020,7.067
Одинокий рейнджер,461981,2013,6.788
Новогодний шеф,5306496,2023,7.566
Хоть раз в жизни,596208,2013,7.398
Призрачный гонщик,3948,2007,6.344
Одноклассники,450345,2010,6.818
Карина,5503483,2024,8.008
Мир Юрского периода 2,924311,2018,6.243
Призрачный гонщик 2,391886,2012,4.981
Дорогой Джон,415687,2010,7.241
Светская жизнь,893362,2016,6.987
Дитя человеческое,6803,2006,7.343
Бендер: Начало,1305913,2021,7.066
мама!,938643,2017,7.103
По любви,5515407,2024,7.158
Время первых,885316,2017,7.476
Мистер Блейк к вашим услугам,4860001,2023,7.559
Операция «Панда»,6092619,2024,7.565
Пропавшая,4510739,2022,6.497
Однажды в Ирландии,484474,2011,7.636
Легенды «Орлёнка»,4517052,2021,7.729
Маша и Медведи,6060146,2025,7.617
Клаустрофобы,1065805,2019,6.797
Пара из будущего,1405926,2021,7.027
Транс,586399,2013,7.15
Убежище,403783,2010,6.86
Дом из песка и тумана,7611,2003,7.738
Снайпер,683919,2014,7.023
Красный Дракон,798,2002,7.801
Апокалипсис сегодня,354,1979,8.149
Боб Тревино поставил лайк,7144323,2024,8.134
…А в душе я танцую,84014,2004,8.102
RRR: Рядом ревёт революция,1115117,2022,7.991
Полицейский с Рублевки. Новогодний беспредел,1161783,2018,6.524
Звездная пыль,197863,2007,7.711
"Свой среди чужих, чужой среди своих",44062,1974,8.223
Догма,6437,1999,7.684
Перевозчик 3,409159,2008,6.699
Экипаж,592203,2012,7.432
Парни со стволами,602749,2016,6.983
Лемони Сникет: 33 несчастья,6035,2004,7.265
Омар в большом кино,6719083,2024,7.935
Пляж,6871,2000,7.375
Я делаю шаг,4886624,2023,7.834
Эксперимент «Ведьма»,1278912,2022,6.935
Не шутите с Zоханом!,280826,2008,6.615
Неуязвимый,866,2000,7.109
Багровые реки,805,2000,7.402
О чём говорят мужчины. Простые удовольствия,5045951,2023,7.106
По половому признаку,1073213,2018,7.797
Другой мир 2: Эволюция,77441,2005,7.034
Приключения Шерлока Холмса и доктора Ватсона: Охота на тигра,368937,1980,8.466
Тело Дженнифер,404510,2009,5.737
Хорошо быть тихоней,523248,2012,7.539
Напролом,496888,2011,6.706
Плохие парни 2,2928,2003,7.653
Адреналин,180609,2006,7.254
Непосредственно Каха. Другой фильм,5236765,2023,2.806
Хан Соло: Звёздные войны. Истории,841277,2018,6.926
Звезда родилась,474935,2018,7.371
На краю,1435858,2022,6.149
Кролик Джоджо,726838,2019,7.946
Уралочка,5421871,2024,6.686
Золотой телёнок,45389,1968,8.248
Моя ужасная няня,77427,2005,7.13
Без компромиссов,464020,2011,6.794
Не дыши,910327,2015,6.669
Жили-были,997480,2017,7.435
Жить,521526,2010,7.295
Интердевочка,42610,1989,7.353
Монгол,84675,2007,7.201
"Шпион, которого не было",4476940,2021,7.189
Чёрный ястреб,612,2001,7.801
О чем говорят незнакомцы,4747499,2023,7.614
Миссия «Серенити»,61455,2005,7.242
Максим Перепелица,46512,1955,8.269
Робин Гуд: Начало,927495,2018,6.118
Инферно,780470,2016,6.498
22 пули: Бессмертный,470658,2010,7.183
Бывшие. Happy end,5091614,2022,7.063
Блэйд,4554,1998,7.292
Легкое поведение,258774,2008,7.692
Красавица,7080290,2025,8.256
Убийца 2. Против всех,938461,2018,7.21
Зачётный препод,771978,2013,7.089
Интуиция,821,2001,7.698
Мачо и ботан 2,672899,2014,6.691
Пила 8,810679,2017,6.123
Хитмен. Последнее дело,5094888,2023,7.66
Проклятие монахини,991225,2018,5.774
Затерянные,5422683,2024,6.931
С широко закрытыми глазами,3608,1999,7.556
Мой дикий друг,1004203,2024,8.445
Жизнь короля,738097,2013,7.896
Стальная хватка,5005446,2023,7.385
В диких условиях,252626,2007,7.91
"Кловерфилд, 10",843463,2016,6.888
Шерлок Холмс и доктор Ватсон: Сокровища Агры,77264,1983,8.443
Схватка,503853,2011,7.049
Неоновый демон,623721,2016,6.091
Профессионал,467166,2011,6.832
Tomb Raider: Лара Крофт,446136,2018,6.203
Мужики!..,46745,1981,8.364
Место под соснами,577673,2012,7.316
Капитан Филлипс,484438,2013,7.606
SuperПерцы,261363,2007,6.953
Ёлки 2,573817,2011,7.032
Нечто,399977,2011,6.464
Треугольник,406403,2009,6.789
Любовь по вызову,4413808,2022,7.23
Вспомнить всё,453374,2012,6.509
Артек. Сквозь столетия,5203768,2025,7.746
47 ронинов,461314,2013,6.759
"День, когда Земля остановилась",280176,2008,6.267
Матч поинт,81530,2005,7.617
К звёздам,768561,2019,6.426
Военный ныряльщик,751,2000,8.087
Чёрная дыра,785,1999,7.587
Астерикс на Олимпийских играх,195319,2008,6.313
Выживут только любовники,565819,2013,7.34
Вий,45771,1967,7.918
Пять ночей с Фредди,952158,2023,5.838
Обыкновенное чудо,77282,1978,8.291
12,222809,2007,7.736
Такси 5,1047736,2018,4.751
Автостопом по галактике,79834,2005,7.083
Тепло наших тел,497077,2013,6.864
Мулан,918722,2020,6.472
Суррогаты,397671,2009,6.895
Я хочу! Я буду!,4493006,2023,6.868
Смертельная битва,22355,1995,7.573
Игрок,614227,2014,6.541
Доспехи Бога 2: Операция Кондор,24701,1991,8.076
На грани,493222,2012,7.149
Марш-бросок,41601,2003,7.261
Ведьмы,279091,2020,5.703
Шерлок Холмс и доктор Ватсон: Смертельная схватка,354799,1980,8.479
Счастливого дня смерти,1012421,2017,6.637
Кейт и Лео,724,2001,7.629
Человек-швейцарский нож,918087,2016,6.822
Ущелье,5098653,2024,7.045
Слова,580639,2012,7.524
}{отт@бь)ч,161085,2006,6.36
Заражение,501821,2011,6.563
Всеведущий читатель,5457758,2025,7.457
Ночь в музее 2,392928,2009,6.575
Викинг,707407,2016,4.659
Легион,426002,2010,5.602
Доктор Сон,1048255,2019,7.265
Стартрек: Бесконечность,734349,2016,6.944
Призрачная красота,915112,2016,7.171
Судная ночь,661022,2013,6.004
Жизнь прекрасна,462515,2011,7.545
Неудержимые 3,696813,2014,6.145
Остров фантазий,462193,2020,5.767
Дом большой мамочки,4537,2000,6.774
Superнянь,777091,2014,6.99
Восточный ветер,703187,2013,8.361
Ультиматум Борна,87672,2007,7.744
Планета обезьян: Революция,646674,2014,7.065
11:14,1978,2003,7.284
Коллекционер,317985,2009,6.644
Угнать за 60 секунд,2011,2000,7.567
Замерзшая из Майами,397672,2008,6.387
Меню,1257264,2022,6.719
Неоспоримый 3,402614,2010,7.779
Визит,838043,2015,6.25
Майор,675498,2013,7.428
Повар на колесах,760763,2014,7.121
Адмиралъ,280938,2008,7.059
Крепкий орешек 2,7374,1990,7.778
Неувольняемый,4294267,2022,7.033
Наркокурьер,1142526,2018,7.272
Зелёный слоник,373314,1999,5.696
Царевна-лягушка 2,7396175,2026,7.419
Лофт,581952,2013,6.843
Белый Бим Черное ухо,46068,1976,8.431
Миссия невыполнима: Протокол Фантом,472362,2011,7.281
Демон внутри,807313,2016,6.474
