Title,kinopoiskId,Year,Rating Kinopoisk
Через год в это же время,5636663,2024,7.055
Бронкская история,7466,1993,8.095
Море соблазна,1045061,2019,6.437
Дракула,1727,1992,7.781
Мальчишник: Часть III,600847,2013,6.446
"Влюбись в меня, если осмелишься",63920,2003,7.692
В объятиях лжи,738004,2018,6.474
Топ Ган: Мэверик,572032,2022,7.711
Верни её из мёртвых,7239312,2025,6.754
Жених напрокат,61336,2005,7.19
Лучшее во мне,596362,2014,7.291
Начни сначала,652758,2018,6.674
Полицейская академия,21205,1984,7.865
Птичий короб,741214,2018,6.801
Need for Speed: Жажда скорости,678975,2014,6.842
Копы в юбках,682716,2013,6.725
Неоспоримый 4,808701,2016,6.733
Криминальный город 2,1169291,2022,7.6
Как я стал русским,1111720,2018,7.108
Санктум,462669,2010,6.813
Сладкий ноябрь,3795,2001,7.737
Братья Гримм,13469,2005,7.007
Ультраамериканцы,807399,2015,6.29
РЭД 2,582159,2013,6.874
Эйс Вентура 2: Когда зовет природа,3679,1995,7.336
Обитель зла 2: Апокалипсис,24186,2004,6.768
Водитель-олигарх,5089025,2024,6.721
Домовой,5235275,2024,6.053
Годзилла против Конга,965936,2021,6.205
12 разгневанных мужчин,346,1956,8.529
Фантастическая четверка,23263,2005,6.671
Твоё сердце будет разбито,8290235,2026,7.121
Психо,344,1960,8.078
Лысый нянька: Спецзадание,77450,2005,6.673
Ворон,12362,1994,7.879
Мегалодон,4703806,2023,5.613
Семья по-быстрому,1108494,2018,7.468
Еще одна из рода Болейн,195435,2008,7.683
На крючке,387477,2008,7.363
Роковое число 23,178579,2006,7.125
Марти Великолепный,6290547,2025,7.209
Падение Олимпа,673427,2013,6.375
Девушка в поезде,928391,2016,6.639
Свингеры,4449009,2021,6.48
"Гуляй, Вася!",946883,2016,6.67
Аманат,1112632,2022,7.73
Хроники Нарнии: Покоритель Зари,281439,2010,6.887
Анатомия падения,4910679,2023,6.786
Мы купили зоопарк,464413,2011,7.688
Геошторм,597129,2017,5.824
Дневник баскетболиста,6175,1995,7.836
Бриджит Джонс 3,470182,2016,6.908
21 и больше,566387,2013,6.326
Враг государства,3954,1998,7.821
Либерея: Охотники за сокровищами,1398953,2022,6.744
Блондинка в законе,735,2001,6.832
Патруль времени,679924,2013,6.949
Очень страшное кино 2,5931,2001,6.353
Невезучие,20908,1981,8.051
Тихое место 2,1129900,2020,6.614
Тёмная башня,641780,2017,5.815
Крым,984364,2017,2.78
О чём говорят мужчины. Продолжение,1038513,2018,7.011
Величайший шоумен,470173,2017,7.635
Костяной томагавк,715046,2015,6.887
Всё или ничего,77577,2005,7.362
Монстро,374718,2007,6.909
Летучий корабль,1346358,2024,5.868
Место встречи,1059224,2017,7.42
Дом,542484,2011,7.734
Комната желаний,1159556,2018,6.375
Робокоп,7410,1987,7.657
Превосходство Борна,41947,2004,7.695
Калина красная,44691,1973,8.258
Кочегар,500358,2010,6.811
Больше чем секс,502937,2010,6.756
Резня,557837,2011,7.299
Неуловимые мстители,46420,1966,8.114
Завтрак у Тиффани,17721,1961,8.046
Клёвый УLove,5962411,2025,7.002
Во власти стихии,1015040,2018,7.024
Солярис,43911,1972,8.008
Превосходство,687670,2014,6.529
Мечтатели,8043,2003,7.333
Меч короля,4991138,2023,7.713
Ограбление по-итальянски,318,2003,7.574
Миллионер поневоле,4186,2002,6.859
Фарго,402,1995,7.636
Давай разведемся!,1192366,2019,6.252
Клятва,506296,2012,7.523
Крепкий орешек 4.0,9544,2007,7.336
Капитан Фантастик,841147,2016,7.685
От кутюр,1342705,2021,7.081
Патруль. Последний приказ,7481222,2025,7.236
Нокдаун,12244,2005,8.2
Рокки,6462,1976,8.02
Страшные истории для рассказа в темноте,817354,2019,6.324
Битва Титанов,260999,2010,6.096
Явление,279600,2008,6.292
Эффект колибри,607288,2012,6.403
Запрещенный прием,429827,2011,6.559
Меланхолия,484488,2011,7.032
Вор,7651,1997,7.972
Чук и Гек. Большое приключение,1346357,2022,6.629
Соседка,6293,2004,7.08
Дорога перемен,280932,2008,7.476
Бронсон,438272,2008,6.882
Великолепная семерка,682648,2016,6.845
Кто убил BlackBerry,5096161,2023,7.4
Комментируй это,7132188,2026,7.261
Больше чем друг,448311,2010,6.806
Финч,823616,2021,7.203
99 франков,262771,2007,7.283
Отчаянные наследники,5025101,2023,6.882
Все деньги мира,1041617,2017,6.965
"Танцуй, Селёдка!",5134592,2023,7.121
Кадры,666935,2013,7.014
Битлджюс,2389,1988,7.35
Прежде чем я усну,568267,2013,6.78
Черепашки-ниндзя 2,841518,2016,6.109
(Не)искусственный интеллект,5426285,2025,7.804
Чёрная Молния,439906,2009,5.355
Обитель зла 3,88172,2007,6.575
Крик,1807,1996,7.277
А зори здесь тихие...,840754,2015,7.092
Восхождение Юпитер,505966,2015,5.629
Добро пожаловать в семью: Повар из Неаполя,5091058,2023,6.606
Камера 211,416547,2009,7.549
Небесный суд,543331,2011,7.806
Достучаться до небес 2,5404799,2023,7.797
Ржев,1313591,2019,7.219
Жена путешественника во времени,102128,2008,7.654
"Кто Вы, мистер Брукс?",252107,2007,7.219
Два ствола,464290,2013,7.087
Без изъяна,252502,2007,7.356
Грозный папа,1445164,2022,7.274
После прочтения сжечь,309423,2008,6.875
Того,1173444,2019,8.025
Неадекватные люди 2,1189859,2020,7.29
Машинист,5206,2003,7.571
Исход: Цари и боги,484611,2014,6.589
Кикбоксер,28131,1989,7.328
Мы,1122138,2019,6.281
Дети шпионов,841,2001,6.594
Голгофа,666951,2013,7.746
Планета обезьян: Война,819281,2017,7.052
Пенелопа,189651,2006,7.101
Королевство кривых зеркал,44929,1963,8.021
Кровавый алмаз,102376,2006,7.789
Пекло,102245,2007,7.266
"Человек, который познал бесконечность",841613,2015,7.728
Миссия: невыполнима,3961,1996,7.465
Королёк моей любви,5426267,2026,6.548
Афера века,1302575,2020,7.36
В тихом омуте,1152188,2019,6.889
Семейный призрак,5512314,2025,7.46
Законы привлекательности,17643,2003,7.266
Безумно влюблённый,147969,1981,8.154
Вратарь Галактики,841471,2020,5.043
Дюплекс,1796,2003,7.06
Оно приходит за тобой,804697,2014,6.246
Нимфоманка: Часть 1,669260,2013,7.054
Солдаты неудачи,278208,2008,6.842
Мастер меча,1045893,2020,7.561
Миссия невыполнима: Племя изгоев,678549,2015,7.105
Битва за битвой,5437094,2025,6.969
Тронутые,770634,2014,7.166
Вторжение,1045582,2019,6.099
Полночное солнце,924170,2017,7.099
Любовь между строк,1150547,2019,7.13
007: СПЕКТР,678552,2015,6.584
P.S. Я люблю тебя,198028,2007,7.706
Игрушка,57004,1976,8.062
Белоснежка: Месть гномов,544226,2012,6.059
Телохранитель,8143,1992,7.92
Звонок мертвецу,914415,2018,7.055
Эдди «Орёл»,394619,2015,7.669
Разлом Сан-Андреас,652692,2015,6.218
Мой папа — вождь,1249527,2022,6.529
Ловушка времени,920040,2017,6.761
Великая,1390797,2023,7.954
Бивень,786018,2014,5.7
Винни-Пух: Кровь и мёд,4919766,2023,4.458
Страна призраков,1007477,2017,6.782
Нормальный только я,4533827,2021,7.43
Кто там,838926,2014,5.726
Приключения Шерлока Холмса и доктора Ватсона: Король шантажа,368936,1980,8.432
Бендер: Золото империи,4450231,2021,7.016
Оставь это ветру,6382696,2025,7.539
Ип Ман,409507,2008,8.241
Сокровище нации: Книга Тайн,195408,2007,7.449
57 секунд,4946926,2023,6.588
"Гуляй, Вася! Свидание на Бали",1189865,2021,6.359
Приходи на меня посмотреть,40955,2000,8.225
"На солнце, вдоль рядов кукурузы",4729320,2023,7.44
Батальонъ,681881,2014,7.209
По-братски,7921605,2025,7.034
Неизвестный,463135,2011,7.349
Вальдо,1236433,2021,6.862
Охотники за привидениями: Наследники,897725,2021,6.961
Потрошители,391277,2009,7.051
Козырные тузы,182352,2007,7.337
Бедные-несчастные,4396438,2023,7.601
Вниз,6283603,2025,6.072
Землетрясение,839961,2016,7.164
Формула любви,81432,1984,8.275
Американский пирог: Все в сборе,506251,2012,7.116
Рейс навылет,5417580,2024,6.948
Морбиус,1100425,2022,5.622
Рейд 2,669466,2013,7.393
Мой Хатико,4395219,2023,8.541
Мирный воин,87161,2006,7.852
Прошлой ночью в Сохо,1236583,2021,6.853
Фаворитка,938644,2018,7.28
21 мост,1174226,2019,7.057
"Мэри Поппинс, до свидания",77333,1983,8.107
Затерянные в джунглях,5430476,2024,5.838
Пингвины мистера Поппера,463577,2011,6.819
(НЕ)идеальный мужчина,1162847,2019,5.067
Жасмин,675565,2013,7.058
Талантливый мистер Рипли,5558,1999,7.693
На пятьдесят оттенков темнее,893487,2017,5.276
9 1/2 недель,12276,1985,7.261
Чудо на Гудзоне,805650,2016,7.417
Альфа Дог,84451,2005,7.549
Смерть на Ниле,1103803,2020,6.5
Танки,1046545,2018,6.373
Тупой и еще тупее 2,645087,2014,5.81
Солт,447284,2010,6.015
Пророк,87789,2007,7.099
Мышиная охота,6898,1997,7.65
Экипаж,41982,1979,8.219
Парень с нашего кладбища,841830,2015,6.412
Три дня на побег,468958,2010,7.663
Прекрасная эпоха,1207666,2019,7.838
Дворецкий,464446,2013,7.417
Прогулка,829368,2015,7.31
Дедушка нелегкого поведения,998054,2020,6.789
Матрица времени,556944,2016,6.482
Неверная,869,2002,7.335
Тихоокеанский рубеж 2,721154,2018,5.739
Готика,3526,2003,7.072
Заклятие 2,780392,2016,7.075
Земля будущего,596643,2015,6.246
Преисподняя,607928,2016,7.109
Мама,605269,2013,6.428
Ирландец,462305,2019,7.383
Обезьяна,5429990,2025,5.986
Фонтан,81583,2006,7.441
Репродукция,843790,2017,6.373
Аватар: Пламя и пепел,570402,2025,7.576
Смерть ей к лицу,1889,1992,7.59
Белоснежка и охотник,568550,2012,6.058
Малена,747,2000,7.798
Гоголь. Начало,945391,2017,6.207
Великое ограбление поезда,780188,2013,7.265
Неуправляемый,195460,2010,7.305
"Город грехов 2: Женщина, ради которой стоит убивать",103391,2014,6.864
Философы: Урок выживания,591789,2013,5.913
Generation П,104893,2011,6.783
Моё прекрасное несчастье 2,5376381,2023,5.813
Это чертово сердце,1024435,2017,8.024
Бросок кобры,397496,2009,6.287
Оз: Великий и Ужасный,506005,2013,6.26
Большие глаза,573869,2014,7.199
Время вернуться,5580907,2024,7.438
Повелитель стихий,417855,2010,5.231
Дом восковых фигур,64212,2005,6.618
Как стать принцессой,790,2001,7.137
Рестарт,8550516,2025,7.999
Куб,20590,1997,7.218
2001 год: Космическая одиссея,380,1968,7.891
Выбор,843209,2015,7.123
Анна Каренина,575195,2012,6.838
Великий,1208173,2020,7.558
Индиана Джонс и Королевство хрустального черепа,38904,2008,6.847
Враг,673910,2013,6.635
Плохая девочка,5449125,2024,5.951
Несносные боссы,471628,2011,6.842
Дети леса,5900449,2024,7.422
Арахисовый сокол,925389,2019,7.568
Моя вина,5106076,2023,7.22
Война будущего,1283945,2021,6.362
Ты водишь!,759874,2018,6.734
Осенний марафон,42799,1979,8.061
Кладбище домашних животных,279095,2019,5.713
"Столетний старик, который вылез в окно и исчез",648731,2013,7.246
Бандит,1448499,2022,7.282
Та ещё парочка,684983,2019,6.729
Не могу сказать «прощай»,46367,1982,8.41
Путешествие Гектора в поисках счастья,506444,2014,7.303
Аннигиляция,749370,2017,6.693
Безумная свадьба,748663,2014,7.297
Календарь ма(й)я,4963617,2022,7.552
За гранью реальности,961712,2017,5.892
Пальмы в снегу,801868,2015,7.841
Дом с паранормальными явлениями,667667,2013,5.769
Кошачьи миры Луиса Уэйна,1290289,2021,7.46
Синистер. Пожиратель душ,5429847,2024,6.336
Я плюю на ваши могилы,417892,2010,6.252
Дыхание,4715481,2023,7.614
Гранит,4761862,2021,7.529
Джек Ричер 2: Никогда не возвращайся,817245,2016,6.221
Перевозчик 2,77588,2005,6.95
Легенды осени,8827,1994,7.998
Ночные игры,737859,2018,7.028
Что-то не так с Кевином,465543,2010,7.097
Пришельцы,1280694,2022,7.101
Легенда о пианисте,8335,1998,8.154
Власть,1044045,2018,7.204
Тренировочный день,863,2001,7.828
5-я волна,673157,2016,5.166
Корабль в Пусан,4539537,2022,5.912
Про любовь. Только для взрослых,980823,2017,6.831
Посвященный,88078,2014,6.818
Три икса,6032,2002,7.126
Убийство священного оленя,984309,2017,6.83
Скорость,1968,1994,7.783
Отмель,928626,2016,6.339
Падение Лондона,806977,2015,6.112
Рай под ногами матерей 2: Письмо матери,10110798,2025,8.869
Лысый нянь,8613331,2025,7.657
Фантастические твари: Тайны Дамблдора,843772,2022,6.112
Зеленый Фонарь,406294,2011,5.915
Игра Ганнибала,1009626,2018,6.617
Старые шишки,4772436,2021,7.053
История рыцаря,729,2001,7.822
Хеллбой: Герой из пекла,5052,2004,7.029
Письмо Деду Морозу,5203764,2025,6.892
Годзилла,260991,2014,6.141
Молодость,807818,2015,7.261
Хижина,760904,2017,7.209
РобоКоп,416183,2014,6.136
Крепкий орешек 3: Возмездие,8162,1995,7.662
Кольская сверхглубокая,1334853,2020,5.463
Гемини,462851,2019,5.941
Опасные пассажиры поезда 123,400582,2009,7.063
Красный воробей,762500,2018,5.603
"Высоцкий. Спасибо, что живой",522036,2011,6.969
Хитмэн,104901,2007,5.864
Воображариум доктора Парнаса,395058,2009,6.987
Операция «Арго»,462487,2012,7.513
Подозрительные лица,340,1995,7.828
Духless 2,765103,2015,6.718
Неоспоримый 2,102428,2005,7.675
Сомния,798086,2014,6.325
Наёмник,1264721,2022,6.395
Индиана Джонс и Храм судьбы,7122,1984,7.842
Секреты Лос-Анджелеса,363,1997,7.933
Благословите женщину,41239,2003,8.124
Большая игра,261635,2009,7.206
Присцилла: Элвис и я,5160497,2023,6.52
Заложница 2,453544,2012,6.725
Лето 84,1045081,2017,6.913
Братья из Гримсби,817481,2016,6.41
Агент на уикенд,5424446,2024,6.965
За Палыча!,5235230,2023,7.504
Маяк,1114927,2019,7.157
Джобс: Империя соблазна,677798,2013,6.544
Карнавал,44719,1981,8.188
Бес попутал,6299997,2025,6.705
Этерна: Часть первая,4312912,2022,6.14
Выжившая,1048767,2017,6.02
Приключения Реми,1108571,2018,8.334
Я – Четвертый,468872,2011,6.412
"Я, снова я и Ирэн",4619,2000,7.216
Копы в глубоком запасе,462466,2010,6.706
Мышиный переполох,8591149,2025,7.659
Киллеры,429257,2010,6.335
Лара Крофт: Расхитительница гробниц,3950,2001,6.832
Таинственный лес,47018,2004,7.139
Академия вампиров,535429,2014,5.887
Кошмар на улице Вязов,5198,1984,7.673
Незваные,279129,2008,6.998
Женщина в черном,498707,2012,6.479
Пандорум,422882,2009,7.057
Очень плохие мамочки 2,1008582,2017,6.317
Саранча,838049,2013,6.48
Очень страшное кино 3,5002,2003,6.238
Призрачная шестёрка,1128272,2019,6.165
Проклятый путь,548,2002,7.629
Обитель зла: Возмездие,581493,2012,5.31
Из моего окна,4442784,2022,6.368
Бетховен,15635,1991,7.274
Охотник на монстров,1038789,2020,5.822
Рок-волна,416824,2009,7.912
Власть страха,4266,1999,7.381
Мистериум. Журнал 64,1045598,2018,7.491
13 минут,1289900,2021,6.175
Орудия,6782779,2025,7.032
Спуск,103412,2005,6.779
Четыре хороших дня,1265948,2020,7.288
По семейным обстоятельствам,43007,1978,8.338
Новогодние приключения Маши и Вити,252037,1975,7.963
Тёмное наследие,1208499,2020,6.41
Дикая,673428,2014,7.187
Рождество на двоих,1170018,2019,6.862
Подземелья и драконы: Честь среди воров,762646,2023,7.426
Флешбэк,1355142,2021,6.644
Пила 2,86206,2005,7.359
Союз Спасения,972740,2019,5.942
Взрывная блондинка,714564,2017,6.49
Хакер,797601,2014,6.678
Правдивая ложь,2219,1994,7.78
Собибор,905031,2018,6.586
Гордость и предубеждение и зомби,491816,2015,6.121
Знакомство с Факерами 2,409146,2010,6.266
Трудности перевода,5930,2003,7.223
Чужой: Ромул,4887347,2024,6.909
Наркоз,37547,2007,7.555
Идиократия,77720,2005,6.605
Золотой компас,91843,2007,6.615
Заговор дьявола,1238170,2022,5.813
Последняя любовь на Земле,467110,2010,7.652
Управление гневом,303,2003,7.135
Кибертакси,6613962,2024,7.419
Первобытный страх,2962,1996,7.774
Аменгер,8804905,2025,8.147
Последняя дуэль,1289738,2021,7.362
Девятые врата,11637,1999,7.349
Элвин и бурундуки 2,414987,2009,5.745
Паранормальное явление,404366,2007,6.556
Соломон Кейн,279791,2009,6.248
Пес Барбос и необычный кросс,161339,1961,8.174
Притворись моим парнем,685514,2012,6.866
Час пик 2,812,2001,7.421
Бабушка лёгкого поведения 2. Престарелые мстители,1162846,2019,5.353
Крид: Наследие Рокки,782932,2015,7.129
Культурная комедия,5309059,2024,7.058
Путешествие к центру Земли,252903,2008,6.718
Обитель зла 4: Жизнь после смерти 3D,409208,2010,6.064
Молода и прекрасна,743392,2013,6.678
Страшная воля богов,811603,2014,6.575
Побочный эффект,623744,2013,6.987
Я видел дьявола,497027,2010,7.631
Сила воли,823705,2016,7.541
Пункт назначения 2,669,2003,7.114
ДМБ,41133,2000,7.867
Квант милосердия,258475,2008,6.678
Герой,1115467,2019,6.603
Извержение,1222769,2019,6.724
Астрал: Глава 2,666804,2013,6.473
Падение ангела,1007842,2019,6.743
Белый тигр,573602,2012,5.92
Девятаев,1249213,2021,7.045
Малышка на драйве,1271142,2022,7.44
Хитмэн: Агент 47,737668,2015,5.692
Микки 17,1320476,2025,6.745
Шоугелз,5954,1995,6.957
Сбежавшая невеста,2520,1999,6.908
Письма к Джульетте,461799,2010,7.197
300 спартанцев: Расцвет империи,418839,2013,6.564
Как украсть миллион,10156,1966,8.2
Фантастическая четверка: Вторжение Серебряного серфера,178557,2007,6.516
Убийцы цветочной луны,1077781,2023,7.145
Я шагаю по Москве,42398,1963,8.089
Мачеха,1949,1998,8.092
Патриот,781,2000,7.949
Свидание с монстром,4514472,2023,6.425
Эрин Брокович,661,2000,7.868
Корабль-призрак,5901,2002,6.995
Стыд,569153,2011,6.58
Ряд 19,1330041,2021,6.214
Мумия: Гробница императора драконов,276638,2008,6.162
Итальянские каникулы,1338454,2020,7.199
Красавчик,279627,2007,7.535
Ёлки 3,652659,2013,6.476
Война Богов: Бессмертные,418840,2011,5.905
Замёрзшие,432713,2010,6.256
Как украсть небоскреб,195223,2011,6.726
Пастырь,258759,2011,5.984
Хребет дьявола,662,2001,7.097
Телефонные мошенники,1370480,2023,7.319
Затерянный город Z,432794,2016,6.651
Вечеринка на вылет,4369515,2022,6.328
Мадам Парфюмер,1347630,2019,7.299
Шаг вперед 2: Улицы,310960,2008,7.282
13 грехов,624156,2013,6.586
Побег из Таркова. Рейд,4442819,2021,6.631
Свет в океане,722995,2016,7.396
Комната страха,780,2002,7.273
Стюарт Литтл,5327,1999,6.8
Афера под прикрытием,463464,2016,7.21
13-й район: Ультиматум,418794,2009,6.626
"7 дней, 7 ночей",5377801,2024,7.27
128 ударов сердца в минуту,841743,2015,6.865
Ауру,8946904,2025,7.615
Первый день моей жизни,1138971,2023,7.753
Ужасающий,860537,2016,5.88
Телекинез,675631,2013,5.9
Ответственная гражданка,4710734,2023,7.526
Смертельная гонка,102136,2008,7.077
Чужой 3,2286,1992,6.878
Дитя тьмы,400615,2009,6.854
Коллекционер 2,571252,2012,6.249
Бобро поржаловать!,391735,2008,7.805
Отдохнуть по-людски,5629413,2025,6.407
Хеллбой II: Золотая армия,81472,2008,7.062
Сколько у тебя?,462495,2011,6.714
Гоголь. Вий,1100779,2018,6.315
Территория,601933,2014,7.159
Крысиные бега,797,2001,7.169
Томирис,1127372,2019,7.885
Проклятие «Зов могилы»,5309411,2024,6.812
Агент Ева,1189368,2019,6.346
Город воров,462732,2010,7.375
Взрослые игры,987190,2017,6.16
Особенности национальной охоты в зимний период,40893,2000,7.067
Чужой против Хищника,41949,2004,6.327
При чём тут любовь?,1449103,2022,7.366
Чернобыль,1249198,2020,4.786
Мужчины со слабостями,1151998,2019,7.335
Город тайн,1217828,2020,6.88
22 мили,921938,2018,6.416
Сын богача,8251723,2025,8.253
Американский пирог 2,587,2001,7.009
Челюсти,396,1975,7.324
Особо опасный пассажир,5451418,2024,6.369
Гитлер капут!,396473,2008,2.563
Десять негритят,44156,1987,8.163
Скиф,972741,2018,6.969
Мартовские иды,462482,2011,7.004
Они,1021116,2018,6.159
"Укради жениха, если сможешь",8721950,2025,8.12
Альфа,934956,2018,6.756
Осень в Нью-Йорке,16953,2000,7.324
Артист,539550,2011,7.959
Новая эра Z,902223,2016,6.227
Британский психопат,1179007,2019,7.054
Гостья,477647,2013,6.42
Воровка книг,757898,2013,7.808
Ирония судьбы в Голливуде,4448487,2022,6.765
Коломбиана,523122,2011,6.716
Нерв,889091,2016,6.493
Человек-невидимка,420454,2020,6.418
King’s Man: Начало,1045056,2021,5.893
Чудесный призрак,1112578,2018,7.154
Скрижали судьбы,810310,2016,7.307
Творение Господне,233084,2004,8.313
Хищник: Планета смерти,5463792,2025,7.345
13,255394,2009,6.853
Красавица и чудовище,674218,2014,6.625
Белые цыпочки,51605,2004,6.425
Миллиард,1097478,2019,4.975
Годзилла 2: Король монстров,840045,2019,5.963
Яркость,978838,2017,6.473
Одно целое,7088374,2025,6.352
Прерванная жизнь,5058,1999,7.805
Жизнь впереди,1006733,2017,6.041
Боевой робот номер 4,1037479,2020,6.255
Рассвет мертвецов,36544,2004,7.262
Бурлеск,461904,2010,7.468
Крестный отец 3,4500,1990,7.912
Проклятие Аннабель,808062,2014,5.802
Бендер: Последняя афера,4450232,2021,7.249
Дыши ради нас,980347,2017,8.054
Большая афера,696154,2013,7.349
Вокруг света за 80 дней,6297,2004,7.049
Время убивать,1965,1996,7.874
Класс,320230,2007,7.803
Игла,42576,1988,7.316
Мелочи жизни,5453069,2024,6.802
"Куда ты пропала, Бернадетт?",702904,2019,7.256
Обитаемый остров,257774,2008,4.333
Дуэлянт,840234,2016,6.854
Криминальный город: Разборки в Пусане,4961757,2023,7.59
Ирония судьбы. Продолжение,276261,2007,5.148
Флирт с дьяволом,4502184,2021,6.086
Миссия: невыполнима 3,9552,2006,7.033
Ловушка для родителей,6522,1998,7.373
Любите Куперов,669958,2015,6.758
Лолита,12131,1997,7.554
Хранитель времени,462247,2011,6.942
В доме,596266,2012,7.215
Халк,7962,2003,6.15
Помпеи,588839,2014,6.188
Ужасающий 3,5411536,2024,6.278
На Западном фронте без перемен,316376,2022,7.611
Защитники,841813,2017,2.84
Грейхаунд,1055194,2020,7.09
Месть,7574368,2025,7.731
Русалка и дочь короля,708187,2021,6.904
Самый лучший фильм,277385,2007,3.103
Армагеддец,410299,2013,6.75
Пирамммида,464942,2011,6.872
Бармен,777032,2015,6.261
Путешествие 2: Таинственный остров,453367,2012,6.335
Плохой Санта,1828,2003,7.38
14+,781432,2015,6.673
Возвращение,47040,2003,7.851
С меня хватит,1934,2002,7.113
Акула: Начало,4453477,2021,7.444
СуперБобровы,893814,2016,5.038
Близость,61324,2004,7.18
На острие,1311064,2020,7.998
Скрюченный домишко,591790,2017,6.798
Воспоминания,811078,2021,6.588
Стукач,586297,2012,6.857
El Camino: Во все тяжкие,1209193,2019,7.182
Один вдох,1112295,2020,7.669
Научи меня жить,5407936,2023,7.616
Гран туризмо,1044002,2023,7.631
Каспер,7098,1995,7.192
Женитьба Бальзаминова,45300,1964,8.143
Бэтмен,4205,1989,7.52
Остров,257337,2006,7.928
Хочу замуж,4467988,2022,6.948
Пипец 2,520648,2013,6.212
Кон-Тики,506432,2012,7.338
Скандал,1161271,2019,6.685
Воздушная тюрьма,6113,1997,7.562
Аллея кошмаров,1125892,2021,7.054
Охотник за головами,462662,2010,6.691
Джой,713051,2015,6.793
В сердце моря,463893,2015,7.231
Отчаянные дольщики,4473129,2021,6.503
Поездка в Америку,5281,1988,7.702
Мачете,467553,2010,6.456
Инопланетянин,544,1982,7.787
«Весёлые» каникулы,492171,2011,7.123
Эскобар,929885,2017,6.646
Дети шпионов 3: Игра окончена,2207,2003,5.272
Свидетели,5965493,2025,6.622
"Шпион, который меня кинул",1044982,2018,6.237
Ты не ты,715319,2014,7.459
Охота,1122129,2019,6.648
Шерлок Холмс и доктор Ватсон: Двадцатый век начинается,77267,1986,8.325
Тихий Дон,42248,1957,8.362
Сын отца своего,9163002,2025,8.123
Обитель зла: Последняя глава,726753,2016,5.431
Жених напрокат,463149,2011,6.293
Никогда не сдавайся,311268,2008,7.626
Мое любимое привидение,5902043,2024,7.519
Воспоминания убийцы,983082,2017,7.21
Лучший стрелок,7360,1986,7.062
7 причин влюбиться,11122387,2026,8.849
Временные трудности,972745,2017,6.152
Вий 3D,229069,2014,5.702
Поворот не туда,4901,2003,6.681
Третий лишний 2,731691,2015,5.967
Здоровый человек,2000122,2022,7.352
Заманback,6648593,2024,8.002
Doom,84140,2005,5.907
Миссия: невыполнима 2,3447,2000,6.826
Отверженные,566055,2012,7.907
Чемпион из Освенцима,1328678,2020,7.528
Между нами горы,667687,2017,6.842
Ночь в музее: Секрет гробницы,737543,2014,6.599
Охотники за привидениями,425673,2016,4.416
Варяг,1313198,2022,6.613
Один дома 3,20789,1997,5.705
Киллер-хранитель,4880777,2022,7.326
Воды слонам!,462342,2011,7.552
Секс в большом городе,281869,2008,6.9
Бесстрашный,102161,2006,8.046
Правда или действие,1045590,2018,5.786
Миа и белый лев,1165797,2018,8.021
Братья Систерс,968375,2018,7.099
Элла и чёрный ягуар,4815574,2024,8.059
Эксперимент «Офис»,893603,2017,6.208
Смертельное оружие,15061,1987,7.956
2067: Петля времени,609581,2020,6.029
Король и Шут. Навсегда,5613471,2026,6.808
Расправь крылья,1256482,2019,8.352
Мне не больно,178722,2006,7.175
Убойный футбол,833,2001,6.987
Три метра над уровнем неба: Я тебя хочу,603616,2012,6.704
Джиперс Криперс,7316,2001,6.775
Приют,119975,2007,7.092
Принц пустыни,4987235,2023,8.001
Шалун,87706,2006,6.291
Август Раш,86566,2007,7.981
Одиноким предоставляется общежитие,42727,1983,8.239
Мне бы в небо,464130,2009,7.296
Нечего терять,6124,1997,7.766
Блэйд 2,613,2002,6.849
Выкрутасы,471158,2010,6.312
Болган окига,9398596,2025,8.365
Коко до Шанель,325701,2009,7.404
Бой с тенью,81485,2005,6.618
Напарник,921501,2017,6.079
Эван Всемогущий,103791,2007,6.126
Маленькая мисс Счастье,164089,2006,7.475
Ромовый дневник,47093,2010,6.566
Классик,41242,1998,8.073
Доказательство смерти,273064,2007,7.075
Партенопа,5504261,2024,6.768
Умник,1093831,2018,7.82
Голый пистолет,4067,1988,7.366
Мамма MIA!,276478,2008,7.205
Логово монстра,799482,2017,6.496
Наёмник,708386,2017,6.478
Три мушкетёра: Миледи,1436449,2023,7.022
Коллектор,932512,2016,7.017
Шпион по соседству,431539,2009,6.238
Коллекторша,1172994,2019,6.667
Скин,1140565,2018,7.077
Пятьдесят оттенков свободы,893488,2018,5.41
Союзники,915140,2016,7.158
Скажи ей,1281999,2020,7.316
Мерзлая земля,601483,2011,6.573
Голос улиц,462867,2015,7.931
Покорители волн,546244,2012,7.918
Смотри на меня!,5445502,2024,7.845
Достать ножи: Воскрешение покойника,4421816,2025,7.221
Ларго Винч: Начало,274730,2008,7.07
"Порнолоджи, или Милашка как ты",809733,2020,6.176
Сказки Гофмана,2000119,2022,7.03
Носферату,1048253,2024,6.45
Возвращение в Сайлент Хилл,5268266,2025,5.178
Приговор,418847,2010,7.709
Пришельцы,14297,1993,7.643
Как выйти замуж за 3 дня,427884,2009,7.143
Чучело,45524,1983,8.037
Джуно,197488,2007,7.226
Чумовая пятница,7091,2003,7.033
Лето 1941 года,4900713,2022,7.536
Любовь со второго взгляда,5447041,2024,6.627
Короли улиц,81750,2008,7.234
Аксель,989641,2017,6.157
Игра в лифте,5024429,2023,5.48
Горизонты: Часть 1,4843937,2024,7.222
